animation_id,frame_id,effector_index,effector_position_x,effector_position_y,effector_orientation
anim_1,frame_7,0,-0.285316954888546,-0.09270509831248432,0.19021130325903074
anim_1,frame_7,1,0.6966473518062293,0.09636129314154766,0.3804226065180615
anim_1,frame_7,2,1.625155151051331,0.46767418914843073,0.5706339097770923
anim_1,frame_7,3,2.466713879049371,1.007839818682855,0.5706339097770923
anim_1,frame_18,0,-0.8083980388508805,-0.2626644452187056,-0.1618033988749895
anim_1,frame_18,1,0.17854032505261097,-0.4237627563690697,-0.323606797749979
anim_1,frame_18,2,1.126634993341612,-0.7417509636377815,-0.48541019662496854
anim_1,frame_18,3,2.0111186309316604,-1.2083221745321908,-0.48541019662496854
anim_1,frame_17,0,-0.7608452130361227,-0.24721359549995817,-0.19021130325903074
anim_1,frame_17,1,0.22111909365865257,-0.4362799869539902,-0.3804226065180615
anim_1,frame_17,2,1.149626892903754,-0.8075928829608732,-0.5706339097770923
anim_1,frame_17,3,1.9911856209017942,-1.3477585124952975,-0.5706339097770923
anim_1,frame_14,0,-0.6181867355918497,-0.200861046343716,-0.16180339887498937
anim_1,frame_14,1,0.36875162831164177,-0.3619593574940799,-0.32360679774997875
anim_1,frame_14,2,1.3168462966006427,-0.6799475647627915,-0.4854101966249681
anim_1,frame_14,3,2.2013299341906913,-1.1465187756572006,-0.4854101966249681
anim_1,frame_20,0,-0.9035036904803958,-0.29356614465620035,-0.06180339887498953
anim_1,frame_20,1,0.09458708729443277,-0.3553302063817519,-0.12360679774997906
anim_1,frame_20,2,1.0869574886527573,-0.4786224871941284,-0.18541019662496858
anim_1,frame_20,3,2.0698182023428267,-0.6629722023678918,-0.18541019662496858
anim_1,frame_1,0,0.0,0.0,0.0
anim_1,frame_1,1,1.0,0.0,0.0
anim_1,frame_1,2,2.0,0.0,0.0
anim_1,frame_1,3,3.0,0.0,0.0
anim_1,frame_16,0,-0.713292387221365,-0.23176274578121075,-0.2
anim_1,frame_16,1,0.2667741906198766,-0.43043207657627197,-0.4
anim_1,frame_16,2,1.1878351846227617,-0.8198504188849225,-0.6000000000000001
anim_1,frame_16,3,2.01317079953244,-1.384492892279958,-0.6000000000000001
anim_1,frame_8,0,-0.3328697807033037,-0.1081559480312317,0.1618033988749895
anim_1,frame_8,1,0.6540685832001878,0.05294236311913238,0.323606797749979
anim_1,frame_8,2,1.6021632514891888,0.3709305703878442,0.48541019662496854
anim_1,frame_8,3,2.4866468890792373,0.8375017812822536,0.48541019662496854
anim_1,frame_9,0,-0.38042260651806137,-0.12360679774997908,0.11755705045849466
anim_1,frame_9,1,0.6126755173861045,-0.0063203266715714385,0.2351141009169893
anim_1,frame_9,2,1.585163284790052,0.22663362210304228,0.352671151375484
anim_1,frame_9,3,2.523616715543109,0.5720394099929066,0.352671151375484
anim_1,frame_6,0,-0.23776412907378836,-0.07725424859373692,0.2
anim_1,frame_6,1,0.7423024487674532,0.1214150822013243,0.4
anim_1,frame_6,2,1.6633634427703383,0.5108334245099748,0.6000000000000001
anim_1,frame_6,3,2.4886990576800168,1.0754758979050103,0.6000000000000001
anim_1,frame_3,0,-0.09510565162951534,-0.03090169943749477,0.11755705045849463
anim_1,frame_3,1,0.8979924722746505,0.08638477164091285,0.23511410091698925
anim_1,frame_3,2,1.870480239678598,0.31933872041552647,0.3526711513754839
anim_1,frame_3,3,2.8089336704316548,0.6647445083053907,0.3526711513754839
anim_1,frame_11,0,-0.4755282581475767,-0.15450849718747384,1.1331077795295959E-16
anim_1,frame_11,1,0.5244717418524233,-0.15450849718747373,2.2662155590591917E-16
anim_1,frame_11,2,1.5244717418524232,-0.1545084971874735,3.3993233385887874E-16
anim_1,frame_11,3,2.524471741852423,-0.15450849718747317,3.3993233385887874E-16
