animation_id,frame_id,effector_index,effector_position_x,effector_position_y,effector_orientation
anim_1,frame_10,0,-0.42797543233281904,-0.13905764746872645,0.06180339887498959
anim_1,frame_10,1,0.5701153454420096,-0.07729358574317485,0.12360679774997918
anim_1,frame_10,2,1.562485746800334,0.04599869506920179,0.18541019662496877
anim_1,frame_10,3,2.5453464604904035,0.23034841024296532,0.18541019662496877
anim_1,frame_19,0,-0.8559508646656381,-0.2781152949374529,-0.11755705045849481
anim_1,frame_19,1,0.13714725923852766,-0.3954017660158607,-0.23511410091698962
anim_1,frame_19,2,1.1096350266424753,-0.6283557147904746,-0.35267115137548444
anim_1,frame_19,3,2.0480884573955316,-0.9737615026803393,-0.35267115137548444
anim_1,frame_2,0,-0.04755282581475767,-0.015450849718747385,0.06180339887498948
anim_1,frame_2,1,0.950537951960071,0.04631321200680411,0.12360679774997896
anim_1,frame_2,2,1.9429083533183953,0.16960549281918053,0.18541019662496844
anim_1,frame_2,3,2.925769067008465,0.3539552079929437,0.18541019662496844
anim_1,frame_15,0,-0.6657395614066074,-0.2163118960624634,-0.1902113032590307
anim_1,frame_15,1,0.3162247452881679,-0.40537828751649535,-0.3804226065180614
anim_1,frame_15,2,1.2447325445332695,-0.7766911835233783,-0.5706339097770922
anim_1,frame_15,3,2.0862912725313096,-1.3168568130578024,-0.5706339097770922
anim_1,frame_4,0,-0.142658477444273,-0.04635254915624216,0.1618033988749895
anim_1,frame_4,1,0.8442798864592185,0.11474576199412193,0.323606797749979
anim_1,frame_4,2,1.7923745547482195,0.43273396926283375,0.48541019662496854
anim_1,frame_4,3,2.676858192338268,0.8993051801572431,0.48541019662496854
anim_1,frame_13,0,-0.570633909777092,-0.18541019662496863,-0.11755705045849461
anim_1,frame_13,1,0.4224642141270738,-0.3026966677033762,-0.23511410091698923
anim_1,frame_13,2,1.3949519815310214,-0.5356506164779898,-0.3526711513754838
anim_1,frame_13,3,2.333405412284078,-0.8810564043678539,-0.3526711513754838
anim_1,frame_5,0,-0.19021130325903068,-0.06180339887498954,0.1902113032590307
anim_1,frame_5,1,0.7917530034357446,0.12726299257904242,0.3804226065180614
anim_1,frame_5,2,1.7202608026808461,0.4985758885859254,0.5706339097770922
anim_1,frame_5,3,2.5618195306788865,1.0387415181203494,0.5706339097770922
anim_1,frame_12,0,-0.5230810839623343,-0.16995934690622122,-0.06180339887498938
anim_1,frame_12,1,0.47500969381249425,-0.23172340863177263,-0.12360679774997876
anim_1,frame_12,2,1.4673800951708187,-0.35501568944414885,-0.18541019662496816
anim_1,frame_12,3,2.450240808860888,-0.5393654046179117,-0.18541019662496816
